(32207	1	33551)	(33551	3	32207)
(19621	1	24673)	(24673	3	19621)
(15881	1	40159)	(40159	3	15881)
(20113	1	34076)	(34076	3	20113)
(4363	1	11837)	(11837	3	4363)
(29417	1	15159)	(15159	3	29417)
(39501	1	9145)	(9145	3	39501)
(27604	1	28729)	(28729	3	27604)
(28950	1	33841)	(33841	3	28950)
(13678	1	31276)	(31276	3	13678)
(301	1	9086)	(9086	3	301)
(3064	1	5971)	(5971	3	3064)
(32139	1	24328)	(24328	3	32139)
(19871	1	19255)	(19255	3	19871)
(14540	1	11129)	(11129	3	14540)
(12178	1	25072)	(25072	3	12178)
(21826	1	8332)	(8332	3	21826)
(11266	1	14369)	(14369	3	11266)
(18050	1	11169)	(11169	3	18050)
(19134	1	19679)	(19679	3	19134)
(8935	1	33625)	(33625	3	8935)
(27656	1	2885)	(2885	3	27656)
(33656	1	26532)	(26532	3	33656)
(35444	1	34732)	(34732	3	35444)
(3973	1	8270)	(8270	3	3973)
(31829	1	1375)	(1375	3	31829)
(15814	1	31386)	(31386	3	15814)
(33339	1	10286)	(10286	3	33339)
(36436	1	3609)	(3609	3	36436)
(24076	1	13499)	(13499	3	24076)
(3515	1	37050)	(37050	3	3515)
(11513	1	25038)	(25038	3	11513)
(6637	1	9613)	(9613	3	6637)
(8761	1	16474)	(16474	3	8761)
(28960	1	7044)	(7044	3	28960)
(21870	1	30243)	(30243	3	21870)
(22210	1	34997)	(34997	3	22210)
(10480	1	6845)	(6845	3	10480)
(6707	1	23027)	(23027	3	6707)
(13021	1	9876)	(9876	3	13021)
(37397	1	13920)	(13920	3	37397)
(35502	1	23964)	(23964	3	35502)
(34363	1	11981)	(11981	3	34363)
(26179	1	37079)	(37079	3	26179)
(23273	1	29579)	(29579	3	23273)
(4220	1	5345)	(5345	3	4220)
(31943	1	326)	(326	3	31943)
(35872	1	4221)	(4221	3	35872)
(21194	1	31276)	(31276	3	21194)
(26746	1	23204)	(23204	3	26746)
(29077	1	14447)	(14447	3	29077)
(32668	1	5314)	(5314	3	32668)
(36641	1	9586)	(9586	3	36641)
(2132	1	38120)	(38120	3	2132)
(35947	1	3568)	(3568	3	35947)
(26730	1	17707)	(17707	3	26730)
(8352	1	26111)	(26111	3	8352)
(9778	1	9241)	(9241	3	9778)
(9010	1	37719)	(37719	3	9010)
(13645	1	3118)	(3118	3	13645)
(676	1	14032)	(14032	3	676)
(34723	1	13856)	(13856	3	34723)
(20230	1	4122)	(4122	3	20230)
(7720	1	24331)	(24331	3	7720)
(33280	1	6833)	(6833	3	33280)
(30233	1	9878)	(9878	3	30233)
(28880	1	2987)	(2987	3	28880)
(37363	1	1914)	(1914	3	37363)
(34886	1	29577)	(29577	3	34886)
(11994	1	22630)	(22630	3	11994)
(26525	1	4503)	(4503	3	26525)
(27088	1	17416)	(17416	3	27088)
(17237	1	35828)	(35828	3	17237)
(10773	1	16939)	(16939	3	10773)
(40803	1	11283)	(11283	3	40803)
(10108	1	25030)	(25030	3	10108)
(6642	1	34096)	(34096	3	6642)
(31331	1	27311)	(27311	3	31331)
(6615	1	8639)	(8639	3	6615)
(23544	1	34977)	(34977	3	23544)
(6305	1	30111)	(30111	3	6305)
(27466	1	24516)	(24516	3	27466)
(8649	1	9800)	(9800	3	8649)
(34587	1	18739)	(18739	3	34587)
(35629	1	34624)	(34624	3	35629)
(22250	1	37934)	(37934	3	22250)
(18709	1	40851)	(40851	3	18709)
(23547	1	19297)	(19297	3	23547)
(6722	1	12367)	(12367	3	6722)
(9381	1	6555)	(6555	3	9381)
(28322	1	6791)	(6791	3	28322)
(3673	1	36489)	(36489	3	3673)
(4785	1	24917)	(24917	3	4785)
(32329	1	8558)	(8558	3	32329)
(28903	1	12513)	(12513	3	28903)
(21827	1	30119)	(30119	3	21827)
(30323	1	8636)	(8636	3	30323)
(22813	1	12692)	(12692	3	22813)
(500	1	929)	(929	3	500)
(37611	1	5885)	(5885	3	37611)
(29913	1	14142)	(14142	3	29913)
(22461	1	40218)	(40218	3	22461)
(32085	1	5485)	(5485	3	32085)
(15669	1	16290)	(16290	3	15669)
(20397	1	5508)	(5508	3	20397)
(22014	1	10624)	(10624	3	22014)
(11021	1	24884)	(24884	3	11021)
(36478	1	12993)	(12993	3	36478)
(14162	1	19177)	(19177	3	14162)
(13429	1	16672)	(16672	3	13429)
(18837	1	9449)	(9449	3	18837)
(36616	1	3038)	(3038	3	36616)
(24840	1	39147)	(39147	3	24840)
(39073	1	17024)	(17024	3	39073)
(23283	1	37537)	(37537	3	23283)
(32219	1	20921)	(20921	3	32219)
(30307	1	22490)	(22490	3	30307)
(7256	1	3725)	(3725	3	7256)
(25104	1	29020)	(29020	3	25104)
(7393	1	33232)	(33232	3	7393)
(7332	1	14566)	(14566	3	7332)
(8600	1	6387)	(6387	3	8600)
(14348	1	13097)	(13097	3	14348)
(11175	1	15343)	(15343	3	11175)
(13884	1	17707)	(17707	3	13884)
(33267	1	5885)	(5885	3	33267)
(5821	1	35791)	(35791	3	5821)
(11167	1	6216)	(6216	3	11167)
(10461	1	11871)	(11871	3	10461)
(14516	1	17266)	(17266	3	14516)
(30391	1	8332)	(8332	3	30391)
(34840	1	24331)	(24331	3	34840)
(15168	1	33162)	(33162	3	15168)
(31148	1	39769)	(39769	3	31148)
(19312	1	37896)	(37896	3	19312)
(16484	1	1264)	(1264	3	16484)
(27335	1	30679)	(30679	3	27335)
(39409	1	35126)	(35126	3	39409)
(31093	1	6216)	(6216	3	31093)
(19876	1	3700)	(3700	3	19876)
(23464	1	37719)	(37719	3	23464)
(22824	1	30509)	(30509	3	22824)
(40038	1	22037)	(22037	3	40038)
(31191	1	17707)	(17707	3	31191)
(36270	1	11714)	(11714	3	36270)
(5533	1	34997)	(34997	3	5533)
(23068	1	25238)	(25238	3	23068)
(12195	1	20270)	(20270	3	12195)
(26547	1	1964)	(1964	3	26547)
(3337	1	17534)	(17534	3	3337)
(7582	1	6390)	(6390	3	7582)
(20788	1	22746)	(22746	3	20788)
(18832	1	14572)	(14572	3	18832)
(3587	1	25723)	(25723	3	3587)
(2786	1	21350)	(21350	3	2786)
(11966	1	5656)	(5656	3	11966)
(29408	1	12758)	(12758	3	29408)
(5338	1	10537)	(10537	3	5338)
(17138	1	17207)	(17207	3	17138)
(6350	1	7731)	(7731	3	6350)
(7519	1	4739)	(4739	3	7519)
(28925	1	35791)	(35791	3	28925)
(21825	1	20441)	(20441	3	21825)
(33774	1	6727)	(6727	3	33774)
(27907	1	32679)	(32679	3	27907)
(38620	1	24525)	(24525	3	38620)
(15445	1	40496)	(40496	3	15445)
(36113	1	40489)	(40489	3	36113)
(26460	1	35791)	(35791	3	26460)
(30541	1	33035)	(33035	3	30541)
(3222	1	20279)	(20279	3	3222)
(4835	1	11674)	(11674	3	4835)
(19090	1	30243)	(30243	3	19090)
(14283	1	14716)	(14716	3	14283)
(15878	1	16369)	(16369	3	15878)
(19887	1	31276)	(31276	3	19887)
(34742	1	19613)	(19613	3	34742)
(27641	1	33520)	(33520	3	27641)
(17736	1	32178)	(32178	3	17736)
(18064	1	37918)	(37918	3	18064)
(23085	1	6706)	(6706	3	23085)
(13458	1	475)	(475	3	13458)
(26800	1	31786)	(31786	3	26800)
(22204	1	32239)	(32239	3	22204)
(4299	1	39760)	(39760	3	4299)
(8708	1	9638)	(9638	3	8708)
(10824	1	2869)	(2869	3	10824)
(40397	1	324)	(324	3	40397)
(7258	1	36805)	(36805	3	7258)
(2893	1	4754)	(4754	3	2893)
(11324	1	12397)	(12397	3	11324)
(14032	1	17742)	(17742	3	14032)
(39596	1	4108)	(4108	3	39596)
(21241	1	19028)	(19028	3	21241)
(27174	1	1553)	(1553	3	27174)
(39757	1	5971)	(5971	3	39757)
(34486	1	5675)	(5675	3	34486)
(12528	1	31289)	(31289	3	12528)
(29921	1	4430)	(4430	3	29921)
(19317	1	11225)	(11225	3	19317)
(38250	1	14447)	(14447	3	38250)
(37896	1	39256)	(39256	3	37896)
(10260	1	28335)	(28335	3	10260)
(39579	1	37719)	(37719	3	39579)
(30950	1	17129)	(17129	3	30950)
(3054	1	10782)	(10782	3	3054)
(32633	1	29734)	(29734	3	32633)
(17071	1	37525)	(37525	3	17071)
(16863	1	35063)	(35063	3	16863)
(3156	1	29857)	(29857	3	3156)
(23909	1	4502)	(4502	3	23909)
(21164	1	6104)	(6104	3	21164)
(40221	1	11214)	(11214	3	40221)
(33461	1	4848)	(4848	3	33461)
(37878	1	16728)	(16728	3	37878)
(33962	1	36203)	(36203	3	33962)
(17260	1	19247)	(19247	3	17260)
(33059	1	11210)	(11210	3	33059)
(7584	1	38763)	(38763	3	7584)
(33315	1	39837)	(39837	3	33315)
(38825	1	37161)	(37161	3	38825)
(19167	1	25253)	(25253	3	19167)
(13640	1	8137)	(8137	3	13640)
(36298	1	21266)	(21266	3	36298)
(30371	1	5675)	(5675	3	30371)
(24195	1	15088)	(15088	3	24195)
(27577	1	15369)	(15369	3	27577)
(37247	1	36017)	(36017	3	37247)
(3552	1	25518)	(25518	3	3552)
(19449	1	8968)	(8968	3	19449)
(36810	1	22490)	(22490	3	36810)
(29478	1	13835)	(13835	3	29478)
(2177	1	19688)	(19688	3	2177)
(18877	1	19557)	(19557	3	18877)
(30854	1	28757)	(28757	3	30854)
(1090	1	25799)	(25799	3	1090)
(25392	1	37874)	(37874	3	25392)
(7579	1	7840)	(7840	3	7579)
(24592	1	35487)	(35487	3	24592)
(220	1	476)	(476	3	220)
(9270	1	324)	(324	3	9270)
(39706	1	7850)	(7850	3	39706)
(35220	1	10858)	(10858	3	35220)
(22634	1	24037)	(24037	3	22634)
(2477	1	29)	(29	3	2477)
(10506	1	6096)	(6096	3	10506)
(7680	1	3674)	(3674	3	7680)
(18478	1	4946)	(4946	3	18478)
(2206	1	38763)	(38763	3	2206)
(24084	1	5971)	(5971	3	24084)
(30926	1	22774)	(22774	3	30926)
(26603	1	10602)	(10602	3	26603)
(12801	1	39064)	(39064	3	12801)
(11729	1	14671)	(14671	3	11729)
(18751	1	35582)	(35582	3	18751)
(15854	1	30999)	(30999	3	15854)
(30853	1	31302)	(31302	3	30853)
(28450	1	23964)	(23964	3	28450)
(13144	1	24331)	(24331	3	13144)
(36063	1	34875)	(34875	3	36063)
(19281	1	13856)	(13856	3	19281)
(35415	1	34561)	(34561	3	35415)
(22501	1	28384)	(28384	3	22501)
(40767	1	8863)	(8863	3	40767)
(33488	1	6016)	(6016	3	33488)
(35558	1	35575)	(35575	3	35558)
(5822	1	5971)	(5971	3	5822)
(16093	1	10947)	(10947	3	16093)
(26294	1	24847)	(24847	3	26294)
(21336	1	34941)	(34941	3	21336)
(37197	1	24243)	(24243	3	37197)
(28445	1	3994)	(3994	3	28445)
(14013	1	34732)	(34732	3	14013)
(18975	1	7104)	(7104	3	18975)
(36356	1	19575)	(19575	3	36356)
